Errors,Blunders,Moves,Eq Move,Cost Move,Double Errors,Double Blunders,Doubles,Eq Double,Cost Double,Take Errors,Take Blunders,Takes,Eq Take,Cost Take,Eq Wrong Double,Cost Wrong Double,Eq Wrong Take,Cost Wrong Take,Outplay,Resign Errors,Resign Blunders,Eq Resign,Cost Resign,Take Resign Errors,Take Resign Blunders,Eq Take Resign,Cost Take Resign,Jokers,Anti Jokers,Rolls,Luck,Cost luck,Date,Score,Opp Score,Match Length,Result,Eq per Decision,Checker play,Cube play,Elo Level,Level,Opp Elo,Opp Eq per move,Opp mwc,Variation,Rated,Games,Opp Decisions,Double,Roll,Opp Double,Opp Roll
20,7,87,-1.718,-0.1578,3,3,14,-0.446,-0.0304,1,1,2,-0.6,-0.0379,0,0,-0.6,-0.0379,0,0,0,0,0,0,0,0,0,11,7,180,3.596,0.5119,18/07/2014 11:49,7,3,7,1,-0.0268,-0.0197,-0.0654,1575,Intermediate,1780,-0.0386,-0.2094,0,1,5,71,14,92,17,93
11,4,83,-1.109,-0.0981,5,3,10,-0.528,-0.0412,0,0,0,0,0,-0.355,-0.0279,0,0,0,0,0,0,0,0,0,0,0,16,12,189,3.419,0.3361,18/07/2014 11:33,5,0,5,1,-0.0176,-0.0134,-0.0528,1757,Advanced,1780,-0.0362,-0.2412,0,1,4,73,15,96,18,97
17,6,74,-1.672,-0.3198,1,1,11,-0.109,-0.0137,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,161,-1.019,0.3944,17/07/2014 18:32,3,2,3,1,-0.0205,-0.0226,-0.0084,1701,Advanced,1780,-0.0252,-0.3126,0,1,5,78,19,88,17,87
4,2,22,-0.411,-0.103,2,1,4,-0.127,-0.0126,0,0,0,0,0,-0.045,-0.0045,0,0,0,0,0,0,0,0,0,0,0,5,4,51,1.438,0.3221,17/07/2014 18:15,4,0,3,1,-0.0207,-0.0187,-0.0317,1698,Advanced,1780,-0.0503,-0.2793,0,1,1,37,8,30,3,29
12,4,48,-1.199,-0.1942,1,0,8,-0.075,-0.0055,0,0,1,0,0,-0.075,-0.0055,0,0,0,0,0,0,0,0,0,0,0,7,3,113,3.348,0.4108,17/07/2014 15:21,5,0,5,1,-0.0224,-0.025,-0.0083,1664,Advanced,1780,-0.0462,-0.2714,0,1,3,47,12,59,8,60
4,0,38,-0.279,-0.0657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,87,-2.915,-0.5664,17/07/2014 14:54,0,3,3,0,-0.0071,-0.0073,0,1947,World Class,1780,-0.0128,-0.1073,0,1,2,45,3,45,7,44
6,2,72,-1.234,-0.156,2,1,6,-0.218,-0.0217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,178,0.252,0.1094,17/07/2014 14:45,3,2,3,1,-0.0186,-0.0171,-0.0364,1737,Advanced,1780,-0.0394,-0.6634,0,1,4,88,23,98,19,97
27,14,109,-2.711,-0.3942,2,2,14,-0.19,-0.0163,1,1,4,-0.086,-0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,254,-5.55,-0.6755,17/07/2014 11:30,0,5,5,0,-0.0235,-0.0249,-0.0153,1642,Advanced,1780,-0.0366,-0.6087,0,1,4,135,16,134,16,133
11,3,42,-1.178,-0.1217,1,1,3,-0.418,-0.0361,0,0,0,0,0,-0.418,-0.0361,0,0,0,0,0,0,0,0,0,0,0,8,3,92,3.906,0.3945,17/07/2014 10:51,5,0,5,1,-0.0355,-0.028,-0.1391,1404,Casual Player,1780,-0.0557,-0.2807,0,1,3,56,10,46,4,46
21,12,87,-3.368,-0.5551,8,3,23,-0.677,-0.0965,0,0,1,0,0,-0.2,-0.0248,0,0,0,0,0,0,0,0,0,0,0,11,18,202,-5.245,-0.9094,17/07/2014 10:03,3,5,5,0,-0.0364,-0.0387,-0.0282,1385,Casual Player,1780,-0.0552,-1.013,0,1,5,117,10,101,18,100
27,9,129,-2.905,-0.383,7,3,33,-0.655,-0.0645,1,1,4,-0.4,-0.0194,0,0,-0.4,-0.0194,0,0,0,0,0,0,0,0,0,17,25,309,-4.657,-0.7956,16/07/2014 17:53,8,11,11,0,-0.0239,-0.0225,-0.0285,1635,Advanced,1780,-0.0354,-0.7395,0,1,8,161,19,151,29,155
75,43,245,-10.043,-0.8448,11,8,41,-1.452,-0.0593,0,0,8,0,0,-0.258,-0.0125,0,0,0,0,0,0,0,0,0,0,0,32,40,569,-3.472,0.4096,16/07/2014 17:16,11,10,11,1,-0.0391,-0.041,-0.0296,1334,Casual Player,1780,-0.0386,-0.9041,0,1,13,296,41,284,49,280
17,8,95,-1.663,-0.1416,3,3,8,-0.707,-0.0398,3,3,4,-1.375,-0.1066,-0.611,-0.0347,-1.286,-0.0972,0,0,0,0,0,0,0,0,0,20,21,250,-2.474,-0.5675,16/07/2014 14:03,8,11,11,0,-0.035,-0.0175,-0.1735,1413,Intermediate,1780,-0.0328,-0.3407,0,1,5,127,24,123,20,122
19,10,100,-2.658,-0.2872,7,2,23,-0.566,-0.0394,1,1,3,-0.591,-0.0631,-0.031,-0.0026,-0.591,-0.0631,0,0,0,0,0,0,0,0,0,23,12,259,5.729,0.522,15/07/2014 14:06,12,7,11,1,-0.0303,-0.0266,-0.0445,1506,Intermediate,1780,-0.0289,-0.41,0,1,6,142,25,129,20,127
53,23,202,-5.075,-0.5208,1,1,5,-0.109,-0.006,1,0,5,-0.077,-0.0124,-0.109,-0.006,-0.077,-0.0124,0,0,0,0,0,0,0,0,0,31,26,491,4.715,0.6962,15/07/2014 13:42,11,7,11,1,-0.0248,-0.0251,-0.0186,1616,Advanced,1780,-0.0166,-0.3218,0,1,9,199,37,248,42,251
19,8,76,-2.37,-0.3432,5,3,13,-0.591,-0.0511,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,182,-1.556,-0.3741,15/07/2014 12:58,2,5,5,0,-0.0322,-0.0312,-0.0369,1468,Intermediate,1780,-0.0211,-0.2002,0,1,6,93,13,90,20,89
35,18,163,-5.149,-0.4715,4,2,35,-0.543,-0.0278,2,2,2,-1.121,-0.14,-0.401,-0.0226,-0.617,-0.0604,0,0,0,0,0,0,0,0,0,20,12,399,2.057,-0.5064,15/07/2014 12:35,7,12,11,0,-0.0341,-0.0316,-0.045,1431,Intermediate,1780,-0.0274,-0.5651,0,1,7,178,32,204,29,206
10,5,40,-1.467,-0.202,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,95,-3.19,-0.4737,14/07/2014 8:38,0,5,5,0,-0.0349,-0.0367,0,1415,Intermediate,1780,-0.0298,-0.1465,0,1,2,36,6,47,7,47
8,5,51,-1.157,-0.1536,1,0,3,-0.072,-0.0056,1,1,1,-0.523,-0.0773,-0.072,-0.0056,-0.523,-0.0773,0,0,0,0,0,0,0,0,0,5,9,121,-2.612,-0.5118,14/07/2014 8:38,0,5,5,0,-0.0318,-0.0227,-0.1487,1475,Intermediate,1780,-0.0293,-0.2356,0,1,2,54,6,63,12,64
15,7,80,-1.967,-0.2735,4,1,15,-0.46,-0.0391,0,0,2,0,0,-0.057,-0.0044,0,0,0,0,0,0,0,0,0,0,0,18,20,230,-5.349,-1.0646,14/07/2014 8:38,2,8,5,0,-0.025,-0.0246,-0.0271,1612,Intermediate,1780,-0.0495,-0.9041,0,1,5,106,15,115,19,114
5,1,26,-0.331,-0.0388,3,3,8,-0.871,-0.094,0,0,0,0,0,-0.78,-0.0826,0,0,0,0,0,0,0,0,0,0,0,4,3,56,1.861,0.274,6/07/2014 19:20,3,0,3,1,-0.0353,-0.0127,-0.1089,1406,Casual Player,1780,-0.0963,-0.383,0,1,2,33,8,29,3,30
17,6,45,-1.872,-0.3963,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,102,2.059,0.7294,6/07/2014 18:52,4,1,3,1,-0.0367,-0.0416,0,1380,Casual Player,1780,-0.0179,-0.1365,0,1,2,46,8,53,6,51
20,9,78,-2.326,-0.3245,2,0,15,-0.104,-0.0131,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,209,-3.445,-0.4849,6/07/2014 18:37,2,5,5,0,-0.0251,-0.0298,-0.0055,1611,Intermediate,1780,-0.0225,-0.3532,0,1,6,110,18,105,14,101
18,6,92,-1.872,-0.3538,6,3,12,-0.582,-0.0497,2,1,2,-0.729,-0.0541,0,0,-0.675,-0.0499,0,0,0,0,0,0,0,0,0,1,7,203,0.058,0.0307,3/07/2014 19:02,5,3,5,1,-0.03,-0.0203,-0.0937,1511,Intermediate,1780,-0.0403,-0.8575,0,1,5,102,13,104,12,104
6,4,36,-0.664,-0.1592,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,82,-2.074,-0.5668,3/07/2014 18:15,0,3,3,0,-0.017,-0.0184,0,1768,Advanced,1780,-0.0245,-0.1937,0,1,2,48,9,42,6,41
17,10,69,-2.2,-0.5167,1,1,3,-0.115,-0.0089,1,0,2,-0.075,-0.0121,-0.115,-0.0089,0,0,0,0,0,0,0,0,0,0,0,11,7,153,0.722,-0.4155,3/07/2014 17:59,4,5,5,0,-0.0323,-0.0319,-0.0381,1466,Intermediate,1780,-0.036,-0.5123,0,1,5,66,14,78,23,77
23,9,71,-2.049,-0.295,1,0,5,-0.046,-0.004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,167,3.782,0.5506,3/07/2014 17:30,5,0,5,1,-0.0272,-0.0289,-0.0077,1568,Intermediate,1780,-0.0218,-0.219,0,1,3,78,13,82,10,83
10,5,68,-1.242,-0.3111,4,0,9,-0.202,-0.0264,1,1,3,-0.286,-0.0462,0,0,-0.286,-0.0462,0,0,0,0,0,0,0,0,0,8,7,173,0.459,0.4313,3/07/2014 17:30,5,4,5,1,-0.0216,-0.0183,-0.0407,1679,Advanced,1780,-0.0334,-0.4918,0,1,5,83,17,93,16,92
14,6,86,-1.429,-0.1275,1,0,6,-0.086,-0.0057,0,0,0,0,0,-0.075,-0.005,0,0,0,0,0,0,0,0,0,0,0,16,11,237,4.338,0.3675,3/07/2014 15:46,7,0,7,1,-0.0165,-0.0166,-0.0144,1779,Advanced,1780,-0.0493,-0.4702,0,1,3,104,19,119,23,119
13,9,64,-1.88,-0.2258,1,0,5,-0.053,-0.0035,1,1,1,-1.431,-0.1424,-0.053,-0.0035,-1.431,-0.1424,0,0,0,0,0,0,0,0,0,16,13,176,-1.778,-0.4319,3/07/2014 15:23,4,8,7,0,-0.048,-0.0294,-0.2473,1171,Beginner,1780,-0.0267,-0.3448,0,1,3,100,12,93,16,92
20,10,133,-2.114,-0.338,2,2,11,-0.568,-0.0482,0,0,1,0,0,-0.468,-0.0405,0,0,0,0,0,0,0,0,0,0,0,11,13,294,-0.016,0.0002,3/07/2014 14:51,5,4,5,1,-0.0185,-0.0159,-0.0473,1740,Advanced,1780,-0.0292,-0.8276,0,1,7,190,25,149,21,152
13,8,75,-1.616,-0.177,3,3,5,-0.674,-0.054,0,0,0,0,0,-0.219,-0.0189,0,0,0,0,0,0,0,0,0,0,0,15,10,177,3.42,0.4696,3/07/2014 12:53,5,0,5,1,-0.0286,-0.0215,-0.1348,1540,Intermediate,1780,-0.0304,-0.26,0,1,3,87,14,89,10,88
7,4,33,-1.019,-0.1238,7,4,8,-0.814,-0.0871,0,0,0,0,0,-0.269,-0.0329,0,0,0,0,0,0,0,0,0,0,0,3,2,72,2.25,0.3442,8/06/2014 17:36,3,0,3,1,-0.0447,-0.0309,-0.1017,1230,Casual Player,1780,-0.0725,-0.3684,0,1,3,39,6,36,6,36
5,5,16,-0.725,-0.2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,58,-0.458,-0.229,8/06/2014 17:25,0,1,1,0,-0.0453,-0.0453,0,1219,Beginner,1780,-0.001,-0.009,0,1,1,28,4,29,3,29
17,5,56,-1.573,-0.2162,3,3,14,-0.709,-0.061,0,0,2,0,0,-0.484,-0.0416,0,0,0,0,0,0,0,0,0,0,0,6,11,137,-0.958,-0.5876,8/06/2014 17:14,1,5,5,0,-0.0317,-0.0281,-0.0443,1478,Intermediate,1780,-0.0313,-0.3421,0,1,3,71,9,71,8,73
14,6,75,-1.856,-0.377,1,0,12,-0.096,-0.0083,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,171,0.21,0.6261,8/06/2014 16:48,6,3,5,1,-0.0222,-0.0248,-0.0074,1668,Advanced,1780,-0.0373,-0.2359,0,1,4,62,18,92,18,91
1,0,15,-0.106,-0.0355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.664,0.3322,7/06/2014 22:03,1,0,1,1,-0.0071,-0.0071,0,1947,World Class,1780,-0.0444,-0.2073,0,1,1,14,2,22,3,21
10,4,26,-0.697,-0.0924,1,1,2,-0.268,-0.0266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,70,0.532,0.4405,7/06/2014 21:56,4,0,3,1,-0.0333,-0.0268,-0.0892,1447,Intermediate,1780,-0.0409,-0.1871,0,1,1,39,7,35,7,35
10,4,51,-0.804,-0.1012,5,4,14,-0.87,-0.0737,0,0,1,0,0,-0.299,-0.0254,0,0,0,0,0,0,0,0,0,0,0,8,6,105,2.868,0.3286,7/06/2014 21:40,5,2,5,1,-0.0254,-0.0158,-0.058,1605,Intermediate,1780,-0.0648,-0.3268,0,1,3,50,8,55,11,55
7,3,45,-1.118,-0.1489,4,3,4,-0.679,-0.0525,0,0,0,0,0,-0.269,-0.0208,0,0,0,0,0,0,0,0,0,0,0,8,1,105,3.377,0.3914,7/06/2014 21:22,5,0,5,1,-0.0367,-0.0248,-0.1697,1380,Casual Player,1780,-0.0739,-0.276,0,1,2,35,11,54,7,53
19,6,78,-1.988,-0.2504,3,2,24,-0.282,-0.0275,1,1,3,-0.455,-0.0571,-0.171,-0.0136,-0.455,-0.0571,0,0,0,0,0,0,0,0,0,16,15,197,-0.772,0.4465,7/06/2014 20:41,6,3,5,1,-0.0259,-0.0255,-0.0273,1593,Intermediate,1780,-0.0282,-0.4178,0,1,4,89,13,102,20,101
25,11,108,-2.561,-0.5294,6,4,17,-0.512,-0.0522,1,1,1,-0.769,-0.1314,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,240,-3.506,-0.5818,7/06/2014 20:20,4,5,5,0,-0.0305,-0.0237,-0.0711,1502,Intermediate,1780,-0.0484,-0.7971,0,1,6,114,19,123,23,122
3,0,26,-0.209,-0.0697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,63,0.877,0.4386,7/06/2014 19:45,1,0,1,1,-0.008,-0.008,0,1931,World Class,1780,-0.0133,-0.1331,0,1,1,30,3,32,3,31
15,10,70,-1.988,-0.2048,3,3,18,-0.476,-0.0412,1,0,2,-0.078,-0.0057,-0.111,-0.0096,-0.078,-0.0057,0,0,0,0,0,0,0,0,0,9,12,143,-2.695,-0.2876,7/06/2014 16:46,1,5,5,0,-0.0282,-0.0284,-0.0277,1547,Intermediate,1780,-0.0018,-0.0129,0,1,4,66,15,69,15,71
13,6,45,-1.291,-0.2061,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,145,-1.254,-0.5233,7/06/2014 16:13,4,5,5,0,-0.0275,-0.0287,0,1562,Intermediate,1780,-0.0167,-0.1775,0,1,3,65,13,79,19,79
11,9,67,-2.166,-0.3655,7,2,14,-0.526,-0.0496,0,0,3,0,0,-0.164,-0.014,0,0,0,0,0,0,0,0,0,0,0,14,16,183,-1.709,-0.5416,7/06/2014 15:57,3,5,5,0,-0.032,-0.0323,-0.0309,1471,Intermediate,1780,-0.0437,-0.4833,0,1,6,94,19,92,21,92
19,8,67,-1.678,-0.2465,5,1,13,-0.33,-0.0329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,173,-0.668,0.1686,7/06/2014 15:37,3,2,3,1,-0.0251,-0.0251,-0.0254,1610,Intermediate,1780,-0.0415,-0.597,0,1,3,93,13,90,15,91
8,4,33,-1.214,-0.1351,7,2,16,-0.501,-0.0421,0,0,1,0,0,-0.1,-0.0082,0,0,0,0,0,0,0,0,0,0,0,10,7,92,3.448,0.4091,7/06/2014 15:08,6,2,5,1,-0.0343,-0.0368,-0.0295,1426,Intermediate,1780,-0.0737,-0.2582,0,1,2,34,15,46,5,44
15,2,92,-1.025,-0.2516,3,1,8,-0.228,-0.0233,0,0,1,0,0,-0.023,-0.0034,0,0,0,0,0,0,0,0,0,0,0,18,17,235,-2.888,-1.1347,3/06/2014 23:55,3,6,5,0,-0.0124,-0.0111,-0.0253,1854,Expert,1780,-0.0338,-0.898,0,1,4,110,22,119,20,119
18,6,60,-1.722,-0.3077,2,2,10,-0.481,-0.0822,0,0,1,0,0,-0.393,-0.0671,0,0,0,0,0,0,0,0,0,0,0,6,5,154,1.326,0.3604,3/06/2014 19:43,5,2,5,1,-0.031,-0.0287,-0.0437,1491,Intermediate,1780,-0.0473,-0.4943,0,1,3,73,12,79,8,78
9,7,46,-1.562,-0.1429,2,2,5,-1.751,-0.0972,0,0,0,0,0,-1.751,-0.0972,0,0,0,0,0,0,0,0,0,0,0,11,4,99,5.497,0.5695,3/06/2014 19:17,7,0,7,1,-0.065,-0.0339,-0.3502,923,Distracted,1780,-0.0293,-0.1152,0,1,3,54,9,49,10,48
7,2,55,-0.675,-0.1901,3,2,4,-0.255,-0.0254,0,0,0,0,0,-0.087,-0.0086,0,0,0,0,0,0,0,0,0,0,0,4,5,151,-1.121,-0.7302,2/06/2014 16:15,2,3,3,0,-0.0158,-0.0123,-0.0638,1792,Advanced,1780,-0.0319,-0.5293,0,1,3,71,12,79,18,81
12,7,60,-1.295,-0.2749,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,159,1.302,0.5494,2/06/2014 15:50,5,1,5,1,-0.0185,-0.0216,0,1740,Advanced,1780,-0.0202,-0.2648,0,1,3,67,12,86,12,85
23,15,98,-3.556,-0.2639,8,4,22,-0.737,-0.0584,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,232,5.618,0.6223,2/06/2014 14:49,7,2,7,1,-0.0352,-0.0363,-0.0307,1409,Casual Player,1780,-0.0245,-0.2073,0,1,7,119,24,117,12,116
16,4,75,-1.452,-0.368,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,200,-0.01,0.6148,2/06/2014 14:14,3,2,3,1,-0.0179,-0.0194,0,1751,Advanced,1780,-0.0182,-0.3213,0,1,5,98,16,113,16,110
16,13,85,-2.786,-0.2474,10,6,27,-1.4,-0.1065,1,1,3,-0.158,-0.0105,-0.306,-0.0204,0,0,0,0,0,0,0,0,0,0,0,12,10,200,-1.461,-0.6397,2/06/2014 13:40,4,11,7,0,-0.0378,-0.0328,-0.052,1359,Casual Player,1780,-0.0446,-0.5582,0,1,7,97,10,101,25,104
9,1,39,-0.527,-0.1315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,-2.911,-0.6844,2/06/2014 13:00,0,3,3,0,-0.0132,-0.0135,0,1840,Expert,1780,-0.0377,-0.3735,0,1,2,45,2,46,8,46
6,2,32,-0.618,-0.0868,0,0,0,0,0,1,1,1,-0.363,-0.0361,0,0,-0.363,-0.0361,0,0,0,0,0,0,0,0,0,0,3,72,-2.39,-0.4511,1/06/2014 12:24,0,3,3,0,-0.0297,-0.0193,-0.3624,1518,Intermediate,1780,-0.0144,-0.0853,0,1,2,42,6,36,10,37
19,9,81,-1.903,-0.3322,1,1,14,-0.102,-0.0078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,188,0.945,0.4154,1/06/2014 12:02,5,4,5,1,-0.0209,-0.0235,-0.0068,1693,Advanced,1780,-0.0281,-0.3524,0,1,8,94,18,94,21,96
21,10,107,-2.172,-0.3324,3,1,8,-0.23,-0.0151,1,1,1,-0.204,-0.0316,-0.185,-0.0123,0,0,0,0,0,0,0,0,0,0,0,15,12,265,0.828,0.2891,31/05/2014 23:43,7,4,7,1,-0.0225,-0.0203,-0.0482,1662,Advanced,1780,-0.0383,-0.621,0,1,7,153,33,148,23,145
8,2,61,-1.16,-0.2191,1,1,1,-0.115,-0.0115,1,1,1,-0.173,-0.0432,-0.115,-0.0115,-0.173,-0.0432,0,0,0,0,0,0,0,0,0,5,8,149,0.208,0.4267,31/05/2014 23:03,8,1,3,1,-0.023,-0.019,-0.144,1652,Advanced,1780,-0.031,-0.3451,0,1,3,77,16,75,10,73
16,5,66,-1.169,-0.1473,2,0,7,-0.068,-0.0044,0,0,3,0,0,-0.068,-0.0044,0,0,0,0,0,0,0,0,0,0,0,9,9,147,1.287,0.3438,31/05/2014 22:36,7,4,7,1,-0.0163,-0.0177,-0.0068,1782,Advanced,1780,-0.0397,-0.2819,0,1,5,73,8,75,23,76
16,9,61,-2.49,-0.299,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,142,-1.323,-0.2925,31/05/2014 22:17,0,6,5,0,-0.0372,-0.0408,0,1371,Casual Player,1780,-0.0176,-0.136,0,1,3,65,12,76,13,77
6,5,18,-1.021,-0.3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,44,0.724,0.3619,18/05/2014 17:30,1,0,1,1,-0.0567,-0.0567,0,1034,Beginner,1780,-0.0602,-0.4215,0,1,1,21,5,24,5,23
4,2,27,-0.419,-0.0818,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,58,1.855,0.3594,22/10/2014 22:09,4,0,3,1,-0.0144,-0.0155,0,1817,Expert,1850,-0.0488,-0.2076,0,1,1,22,3,29,6,28
4,2,27,-0.419,-0.0818,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,58,1.855,0.3594,22/10/2014 22:09,4,0,3,1,-0.0144,-0.0155,0,1817,Expert,1780,-0.0488,-0.2076,0,1,1,22,3,29,6,28
7,4,42,-1.729,-0.4062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,102,0.466,0.0199,25/10/2014 9:56,3,0,3,1,-0.0402,-0.0412,0,1312,Casual Player,1780,-0.0839,-0.8768,0,1,2,50,11,61,12,59
19,5,122,-1.539,-0.1811,2,1,6,-0.253,-0.0194,0,0,2,0,0,-0.253,-0.0194,0,0,0,0,0,0,0,0,0,0,0,12,6,269,3.443,0.4591,25/10/2014 9:56,8,1,7,1,-0.0138,-0.0126,-0.0316,1829,Expert,1780,-0.0179,-0.2257,0,1,5,107,21,138,16,138
22,10,108,-2.39,-0.256,1,0,11,-0.039,-0.0028,2,2,4,-0.584,-0.0388,-0.039,-0.0028,-0.584,-0.0388,0,0,0,0,0,0,0,0,0,22,17,283,0.723,-0.1029,25/10/2014 16:33,5,11,7,0,-0.0245,-0.0221,-0.0415,1622,Advanced,1780,-0.0006,-0.0135,0,1,7,129,32,141,25,143
5,1,14,-0.446,-0.1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,34,-0.842,-0.4209,25/10/2014 17:54,0,1,1,0,-0.0318,-0.0318,0,1475,Intermediate,1780,-0.0179,-0.0836,0,1,1,14,4,17,5,17
2,0,21,-0.078,-0.0261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,43,-0.951,-0.4753,25/10/2014 17:54,0,1,1,0,-0.0037,-0.0037,0,2003,World Champ.,1780,0,0,0,1,1,20,2,21,3,22
1,0,22,-0.102,-0.0508,0,0,4,-0.011,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,48,1.295,0.4198,25/10/2014 18:12,2,0,2,1,-0.0043,-0.0046,-0.0029,1993,World Champ.,1780,-0.018,-0.136,0,1,1,26,4,26,2,25
4,1,20,-0.279,-0.0698,0,0,5,-0.023,-0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,2.438,0.5349,25/10/2014 18:43,2,0,2,1,-0.0121,-0.014,-0.0046,1860,Expert,1780,-0.0095,-0.0443,0,1,2,21,3,19,3,20
17,6,65,-1.52,-0.3604,1,1,4,-0.114,-0.0114,0,0,1,0,0,-0.114,-0.0114,0,0,0,0,0,0,0,0,0,0,0,6,4,136,-0.194,-0.4448,25/10/2014 19:12,1,4,3,0,-0.0234,-0.0234,-0.0229,1645,Advanced,1780,-0.0122,-0.2872,0,1,3,78,16,70,9,68
8,3,54,-1.01,-0.1477,0,0,4,-0.032,-0.0024,0,0,1,0,0,-0.018,-0.0013,0,0,0,0,0,0,0,0,0,0,0,5,4,117,2.755,0.3924,25/10/2014 19:29,5,0,5,1,-0.0177,-0.0187,-0.0064,1756,Advanced,1780,-0.04,-0.2519,0,1,3,61,11,62,9,62
11,5,53,-1.06,-0.2371,1,1,12,-0.152,-0.0117,1,1,3,-0.325,-0.0241,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,122,0.486,0.4257,26/10/2014 9:51,5,3,5,1,-0.0226,-0.02,-0.0318,1660,Advanced,1780,-0.0453,-0.2418,0,1,4,46,7,59,7,60
16,7,120,-1.775,-0.1955,6,3,19,-0.625,-0.0665,1,1,2,-0.162,-0.0139,-0.339,-0.034,0,0,0,0,0,0,0,0,0,0,0,14,12,281,2.185,0.4168,26/10/2014 10:26,7,5,7,1,-0.0182,-0.0148,-0.0375,1746,Advanced,1780,-0.0168,-0.3261,0,1,8,145,20,138,23,140
5,2,28,-0.379,-0.1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,59,0.878,0.4392,26/10/2014 10:45,1,0,1,1,-0.0135,-0.0135,0,1834,Expert,1780,-0.0165,-0.1431,0,1,1,26,3,30,6,30
3,2,13,-0.475,-0.1299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,-0.972,-0.5974,26/10/2014 10:55,0,3,3,0,-0.0317,-0.0366,0,1478,Intermediate,1780,-0.0249,-0.16,0,1,1,25,4,22,4,23
9,5,51,-1.07,-0.1941,4,3,12,-0.52,-0.0553,0,0,2,0,0,-0.212,-0.0211,0,0,0,0,0,0,0,0,0,0,0,9,14,124,-4.691,-0.9243,26/10/2014 13:40,1,3,3,0,-0.0245,-0.021,-0.0372,1622,Advanced,1780,-0.0538,-0.6953,0,1,4,79,6,62,8,60
11,6,61,-1.767,-0.3827,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,151,2.155,0.3068,26/10/2014 14:10,7,4,5,1,-0.0272,-0.029,0,1568,Intermediate,1780,-0.0474,-0.6169,0,1,3,61,14,81,14,80
7,3,22,-0.649,-0.0919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,84,-2.862,-0.375,26/10/2014 14:21,0,5,5,0,-0.0282,-0.0295,0,1548,Intermediate,1780,-0.0021,-0.0123,0,1,2,43,4,44,6,44
